;ts;user;text;class;key
444;1495106229.6762009;Olmomir;I will have to leave at 17 today, will be available again after 18:30 if needed.;1;1495106229U0CN3AKDL
445;1495096443.94296;Balaemar;back again;7;1495096443U035FRUCY
446;1495091789.150506;Gaelralis;get well soon!;8;1495091789U0HLAK1T6
447;1495091561.116876;Balaemar;Pollux deliver takes longer than expected. i am now off for about one hour.;1;1495091561U035FRUCY
448;1495088898.788595;Braddock;I go to Bern in the afternoon together with Fisher to present SV11 and SV12 to the compliance team of MomoLtd.;6;1495088898U0CNKFT0A
449;1495088638.761354;Gaelralis;as with last week, i will move to the country side after lunch. will be working in the train and tomorrow.;3;1495088638U0HLAK1T6
450;1495086103.518491;Torerne;I will leave at 4pm today to attend the spring professional launch dinner in bern.;1;1495086103U035FRZHY
451;1495081618.143408;Balaemar;I am in HO today. I will be off for about one hour from 8:45 to go to the car check;3;1495081618U035FRUCY
452;1495078451.881733;Jaereron;I still don't feel better .. I will stay another day at home ;5;1495078451U035G5WMS
453;1495065349.5949519;Myke;I'll come in a little late today. Another late night.;1;1495065349U0MGNKETU
454;1495032275.303955;Maehagar;tomorrow, 18 may I won't be in the office in the morning - my appointment with the embassy has been moved;3;1495032275U278DLL2D
455;1495025623.365558;Balaemar;my iNet is working again, so i am in HO tomorrow as announced on monday;3;1495025623U035FRUCY
456;1495020237.401998;Celtaris;I will have to leave around 17:15 today and will be in HO later.;3;1495020237U2Q4H6S4E
457;1495012340.048489;Tareneos;Away in the afternoon (12-18:00), Papi tag, #DaaS;1;1495012340U4C4ZJYNS
458;1495006348.970033;Caenraenos;In addition to my absence today and tomorrow, I will be at ACME in Horgen on Friday morning, according to plan in the office by lunch time.;6;1495006348U035AASB8
459;1495005576.852881;Vaerys;Taking longer than expected at the prtho, will be back by probably 10:15 ;4;1495005576U0PLNK7EK
460;1494999670.190775;Kenning;I am in HO / travelling today, available until 11:00 before taking a plane and possibly after 15:00 again;3;1494999670U4CM3PGSH
461;1494999207.1517632;Ryswell;Today I am at HAL9000;6;1494999207U2777Q7E3
462;1494997914.04324;Joragni;As scheduled, I'm taking the day off today. See you all again on Thursday.;2;1494997914U0K4J0613
463;1494962048.714;Jaereron;I don’t feel very well .. If it’s tomorror morning not a little bit better I would like to stay at home;5;1494962048U035G5WMS
464;1494953380.197663;Gaelralis;tomorrow, i will leave at 16:00 to attend the shareholders meeting of my previous employer. ;1;1494953380U0HLAK1T6
465;1494943467.053916;Barler;I would like to do Home Office tomorrow so that I can concentrate on my tasks;3;1494943467U3LNBFS85
466;1494942753.825077;Vaerys;Off to Paris for React Europe from Wednesday afternoon to Friday, will be working from home tomorrow till ~3pm and will then fly out. Will also be unavailable from 8:30 - 9:30 in the morning as I have an appointment with the Ortho;6;1494942753U0PLNK7EK
467;1494916529.948269;Mamon;I will be doing the Home Office today working on my outheraclesding bug fixing tasks, Apologies for a last minute notice.;3;1494916529U27727KK8
468;1494914233.711202;Overton;I will have to leave a bit earlier today, because I have to show some people around my apartment at 5pm. I will finish up some work after that from home.;1;1494914233U0PSDKXHR
469;1494910995.423061;Balaemar;I will be a bit late. I have to call my provider to get my phone+inet work.;1;1494910995U035FRUCY
470;1494855130.2936811;Tareneos;miamia: who's your internet provider?;8;1494855130U4C4ZJYNS
471;1494854844.218226;Myke;I need to work extra long hour for next few days to rush for deadline, so I'll work from home tomorrow and Wednesday to save me some commuting time.;3;1494854844U0MGNKETU
472;1494841617.871577;Tareneos;Yes that is really annoying! i've also lost allot of time in embassies and consulates, can share a few stories over a beer sometime;8;1494841617U4C4ZJYNS
473;1494835989.833863;Balaemar;I will be in HO on thursday - if my phone and inet works again till then :grimacing:;3;1494835989U035FRUCY
474;1494835424.738962;Vaerys;Yes, which is why I took the tracking number and it shows the passport reached oerlikon today morning. However, these idiots still wasted half of my day. ;8;1494835424U0PLNK7EK
475;1494834826.6372411;Tareneos;"if they sent it by post, then it has a tracking ID, 
i know my embassy posts with insurance the passport out as they require a signature,";8;1494834826U4C4ZJYNS
476;1494834445.5786061;Barler;:unamused:;8;1494834445U3LNBFS85
477;1494834343.562756;Vaerys;Fucking idiots, they told me to come and collect it but now they are claiming it they sent it by post. ;8;1494834343U0PLNK7EK
478;1494833987.508082;Galeris;it’s usually in the last place you look, tell them to look there first :stuck_out_tongue:;8;1494833987U036SKV77
479;1494833916.497228;Vaerys;Might be only back by lunch, the Indian embassy can't find my passport as of now :disappointed_relieved: ;1;1494833916U0PLNK7EK
480;1494832328.2675712;Caenraenos;I will be in München at ACME on Wednesday and in Berne talking to some compliance expert group on Thursday, so away for two days.;6;1494832328U035AASB8
481;1494831402.145322;Kenning;I will be in Amsterdam for the TNW conference from Wednesday afternoon to Friday. On Wednesday morning I would like to take HO as I have to take the flight at noon.;6;1494831402U4CM3PGSH
482;1494831078.106575;Styrund;i will work from HomeOffice on Wednesday morning;3;1494831078U036U40UC
483;1494796686.867042;Vaerys;I have to go the indian embassy in bern tomorrow morning and I will come to the office directly from there so I will late ;1;1494796686U0PLNK7EK
484;1494793091.706218;Celtaris;I have a day off tomorrow but will be available for ACME and online from time to time.;6;1494793091U2Q4H6S4E
485;1494786357.4083786;Braddock;On Tuesday morning, I will start a bit later and work longer in the evening.;1;1494786357U0CNKFT0A
486;1494590270.8340359;Gonaleos;I will arrive a few hours later on Monday;1;1494590270U3W886EF4
487;1494587920.495088;Kenning;As announced, I will be in HO from 15:00 forward;3;1494587920U4CM3PGSH
488;1494580390.281687;Eliar;Due to physiotherapy I'll have to leave around 1615 today;4;1494580390U0A8NPHRD
489;1494574162.2376962;Celtaris;I will have to leave around 17:15 today and will be in HO later.;3;1494574162U2Q4H6S4E
490;1494570001.749233;Kenning;I will be in the office at 9:00;7;1494570001U4CM3PGSH
491;1494568243.589691;Myke;As mentioned, I'll be at HO today. Another late night.;3;1494568243U0MGNKETU
492;1494533807.2805474;Gonaleos;I have to leave at 17:00 on Friday;1;1494533807U3W886EF4
493;1494503956.0426161;Brarald;I will be in 15 min. @ the office;1;1494503956U4U5QNWTZ
494;1494501479.6579509;Maehagar;I'll have to take the morning off on Monday 15.05 - I need to visit the Italian embassy yet again;1;1494501479U278DLL2D
495;1494486498.084735;Maehagar;Sorry, forgot to notify anticipately, - I will come @10:00, as I had to send a document to my girlfriend urgently;4;1494486498U278DLL2D
496;1494486153.038549;Gaelralis;today, i will leave at noon to transport my double bass on the country side;1;1494486153U0HLAK1T6
497;1494482490.6320481;Vaerys;Late by ~30m or so, at the MigrationFishert ;1;1494482490U0PLNK7EK
498;1494481445.538572;Braddock;Without objections, I'd like to do home office tomorrow. I've a dentist appointment at 11:30. ;4;1494481445U0CNKFT0A
499;1494428658.789998;Ryswell;Tomorrow I have to leave at 10.30 for a doctor appointment and will be back after that;4;1494428658U2777Q7E3
500;1494400157.98816;Gonaleos;I will come later tomorrow morning, I will be here at 10:00 latest;1;1494400157U3W886EF4
501;1494396849.61265;Vaerys;Will not be late, but will like to leave around 2:30 so that I can collect documents for visa application ;4;1494396849U0PLNK7EK
502;1494394107.3714118;Celtaris;I will have to leave a little earlier today (17:15) and will be in HO later.;3;1494394107U2Q4H6S4E
503;1494392296.226117;Joragni;As scheduled, I'm taking the day off today. See you all again on Thursday.;2;1494392296U0K4J0613
504;1494375992.9865608;Vaerys;Will be late, need to get some documents from the insurance people;4;1494375992U0PLNK7EK
505;1494342708.071359;Gaelralis;On thursday, I will leave at noon : I have to transport my double bass on the country side.;1;1494342708U0HLAK1T6
506;1494317973.0590632;Gonaleos;I have to go to the post office today at 11:30, it will take max an hour;1;1494317973U3W886EF4
507;1494311336.176245;Celtheon;Sorry, I'll be late for the daily.;1;1494311336U1RLS54MB
508;1494311293.1721618;Braddock;I’m waiting for a computation to finish and work untill then at home. I will arrive later in the office this morning.;1;1494311293U0CNKFT0A
509;1494311083.151815;Barler;I need to leave at 16:00 today;1;1494311083U3LNBFS85
510;1494308084.893866;Myke;I'll be a little late today. There's no direct tram going to the station because of some construction works.;1;1494308084U0MGNKETU
511;1494307931.8818052;Furrow;I’ll do HO this afternoon.;3;1494307931U3V31A9M0
512;1494242887.808342;Ragaenys;I will have to leave earlier tomorrow to have an university exam at 16:45 CEST.;1;1494242887U4A2FRAQ4
513;1494230140.8958619;Kenning;I would like to take HO on Friday afternoon to receive a new fridge for my flat.;3;1494230140U4CM3PGSH
514;1494224585.242426;Barler;I need to leave earlier tomorrow, around 16:30;1;1494224585U3LNBFS85
515;1494006042.5535061;Darnor;I'll be in the office on Thursday 11th;7;1494006042U1D7Q9J8M
516;1493969053.962185;Myke;There's further delay in zurich. Be there before 10;1;1493969053U0MGNKETU
517;1493968387.886357;Tareneos;I'm here this morning and some time in the afternoon, c,a 14:00, but might have to leave spontaneously if the schools calls, as my kid isn't 100% today;1;1493968387U4C4ZJYNS
518;1493965240.589556;Myke;Missed my Vaelerisr train, will be around 40 min late today.;1;1493965240U0MGNKETU
519;1493931406.032371;Celtheon;Tomorrow I have to leave earlier around 16:30;1;1493931406U1RLS54MB
520;1493898849.187669;Braddock;I’m attending a conference and will be back on Monday next week.;6;1493898849U0CNKFT0A
521;1493896328.820618;Vaerys;I will be back after a meeting with the insurance firm;7;1493896328U0PLNK7EK
522;1493896060.781538;Styrund;I will be in home office tomorrow (friday, 5.5.2017) afternoon;3;1493896060U036U40UC
523;1493881624.510965;Brarald;I will be at the office in 15 min.:raising_hand::skin-tone-3:;1;1493881624U4U5QNWTZ
524;1493881149.45221;Eliar;Due to a second doctor appointment I have to leave at lunchtime and will be working from home afterwards;4;1493881149U0A8NPHRD
525;1493879120.250168;Maehagar;My train is late as well, so I'll be too for the daily today, sorry. May the 4th be with you! ;1;1493879120U278DLL2D
526;1493878160.167208;Vaerys;I am at home office;3;1493878160U0PLNK7EK
527;1493876506.041312;Furrow;Cancelled train: I'll be at the office around 9. ;1;1493876506U3V31A9M0
528;1493876037.0087981;Celtaris;<@U035AASB8> and I are at ACME today.;6;1493876037U2Q4H6S4E
529;1493828845.957498;Eliar;Due to a doctors appointment I will arrive around 10am in the office tomorrow;4;1493828845U0A8NPHRD
530;1493825547.964711;Vaerys;I am in HO tomorrow, need to be home for some repair people who will visit. Will be working on ACME;3;1493825547U0PLNK7EK
531;1493818611.830565;Furrow;I’ll too. Leave at 16.20 and keep working in train and later HO;1;1493818611U3V31A9M0
532;1493810716.336765;Balaemar;I'll too. Leave at 16:30 and also in HO later;1;1493810716U035FRUCY
533;1493809526.1690712;Celtaris;I will leave after 17: 00 today and be in HO about an hour later.;3;1493809526U2Q4H6S4E
534;1493808402.006933;Barler;I need to leave at 17:00 tomorrow;1;1493808402U3LNBFS85
535;1493805435.569822;Gaelralis;Tomorrow (Thursday), i have a doctor’s appointment in the morning. I should be in the office around 10:30.;4;1493805435U0HLAK1T6
536;1493797065.2704039;Jaereron;I have the leave earlier on Thursday .. at around 17:00;1;1493797065U035G5WMS
537;1493796555.20451;Ragaenys;Morning all, please be aware that Friday (also saturday and monday) I will be on a AI course in a different city. Thank you.;6;1493796555U4A2FRAQ4
538;1493796319.174762;Mamon;I will be in the office at 10:30;1;1493796319U27727KK8
539;1493794920.014008;Kenning;I must leave at 16:30 because I have to do some errands;1;1493794920U4CM3PGSH
540;1493793050.833083;Galeris;As mentioned before i'm in HO today to focus on document storage;3;1493793050U036SKV77
541;1493784936.235605;Joragni;Today is my scheduled day off. See you again on Thursday.;2;1493784936U0K4J0613
542;1493748592.45955;Ryswell;I am at HAL9000 tomorrow;6;1493748592U2777Q7E3
543;1493743203.934122;Braddock;On Wednesday I do home office until 10:30, after that I've a meeting at MomoLtd. I expect to be in the office in the afternoon. ;3;1493743203U0CNKFT0A
544;1493736663.939045;Galeris;I’ll be in HO as well tomorrow to focus on document-storage;3;1493736663U036SKV77
545;1493736556.9059026;Myke;I have a physio-appointment tomorrow morning, I'll do HO.;4;1493736556U0MGNKETU
546;1493712889.43641;Ragaenys;<@U4A2FRAQ4|valenGoneneos> has joined the channel;8;1493712889U4A2FRAQ4
547;1493706627.661978;Barler;I need to leave at 16:15 today;1;1493706627U3LNBFS85
548;1493706147.617497;Myke;I'll be slightly late. The train from Basel was 10min delayed;1;1493706147U0MGNKETU
549;1493701739.2694;Balaemar;I'le in HO today to have an eye on my daughter. She got ill last saturday with fever and vomiting and has to stay another day at home.;3;1493701739U035FRUCY
550;1493664409.15742;Celtheon;Tomorrow I'll work from HO I need to focus on Castor authorization.;3;1493664409U1RLS54MB
551;1493650169.89574;Braddock;Tuesday morning around 10:00 I need to visit the bank. I will be back very soon after.;1;1493650169U0CNKFT0A
552;1493638359.480315;Gaelralis;tuesday afternoon, i need to go in zurich. will then be back arount 16:00;1;1493638359U0HLAK1T6
553;1493396891.890274;Jaereron;I have a doctors appointment on Tuesday morning, so I'm available after lunch ;4;1493396891U035G5WMS
554;1493361418.687115;Myke; Ill be at the office around 9.15;1;1493361418U0MGNKETU
555;1493358144.373732;Baegar;i'll be departing at 16:00.;1;1493358144U035J4RG4
556;1493357726.3401241;Furrow;Because of heavy snowfall there are no busses here in st.gallen. Coming to the office asap...;1;1493357726U3V31A9M0
557;1493357709.3385231;Joragni;I'll be departing today at 16:45.;1;1493357709U0K4J0613
558;1493356855.2680721;Celtaris;I will be in HO this afternoon and work on estimates and offers for R13.1.;3;1493356855U2Q4H6S4E
559;1493311571.42839;Overton;I will have to leave the office at 16:00 tomorrow to look at a new flat. debending on how long it takes I will return to the office or work at home in the evening.;1;1493311571U0PSDKXHR
560;1493300826.058706;Balaemar;I have to leave at 16:30 to get my car from garage;1;1493300826U035FRUCY
561;1493297409.1964571;Gaelralis;i will take the train at 16:00 to go on the country side.;1;1493297409U0HLAK1T6
562;1493284643.044678;Tareneos;"Hi, I come by before lunch for the rest of the day, to help anyone with setting up their VPN.
will work from the Monolith room,";1;1493284643U4C4ZJYNS
563;1493283561.841274;Vaerys;I leave at 17:15 for my physio appointment;4;1493283561U0PLNK7EK
564;1493282113.57318;Olmomir;I would need to leave today at 17, I will be reachable again after 18:45.;1;1493282113U0CN3AKDL
565;1493282022.556709;Barler;I would like to leave earlier today, around 16:00;1;1493282022U3LNBFS85
566;1493277585.827438;Eliar;Due to a doctor's appointment I will be in the office around 10 tomorrow.;4;1493277585U0A8NPHRD
567;1493275334.5351741;Gaelralis;thx :slightly_smiling_face:;8;1493275334U0HLAK1T6
568;1493212382.1234381;Myke;I have an appointment for my first physio tomorrow morning so I will be at HO.;4;1493212382U0MGNKETU
569;1493211987.028136;Vaerys;Get well soon :slightly_smiling_face:;8;1493211987U0PLNK7EK
570;1493211062.812353;Gaelralis;I think that I catched a cold and I will soon head home.;5;1493211062U0HLAK1T6
571;1493204018.6274161;Vaerys;Alright, I have to leave for my appointment with the  orthopedic. Be back after that.;4;1493204018U0PLNK7EK
572;1493189495.18114;Mamon;I will be in the office at 10:30;1;1493189495U27727KK8
573;1493187947.009589;Maehagar;I'll be ~15 mins late for the daily today - missed my train;1;1493187947U278DLL2D
574;1493187781.992438;Myke;I'll be about 30 min delayed because of bad weather - and mistakenly boarded the slow regional train.;1;1493187781U0MGNKETU
575;1493186622.87623;Vaerys;I am in home office today;3;1493186622U0PLNK7EK
576;1493182482.523739;Joragni;Today is my scheduled day off. See you again on Thursday.;2;1493182482U0K4J0613
577;1493132975.0642571;Vaerys;I’ll be in home office tomorrow;1;1493132975U0PLNK7EK
578;1493132683.970763;Baegar;i'll be in the Home Office tomorrow.;1;1493132683U035J4RG4
579;1493132266.8342538;Darnor;I'll be at FLX Labs tomorrow morning in order to sort out ACME related stuff. Maybe even until early afternoon.;6;1493132266U1D7Q9J8M
580;1493118093.591366;Vaerys;I will need to leave at 17:15 today for physio;4;1493118093U0PLNK7EK
581;1493106386.597232;Maehagar;Sorry, need one more hour or so. ;1;1493106386U278DLL2D
582;1493103021.145282;Gaelralis;i have an appointment with my osteopath at 14:00;4;1493103021U0HLAK1T6
583;1493102977.140585;Overton;Have to leave at 5pm today because I get a delivery. I will finish up some work from home after that.;1;1493102977U0PSDKXHR
584;1493101531.99173;Furrow;Had to wait longer for the plumber than expected. Going to be at the office later. Working and available from now.;1;1493101531U3V31A9M0
585;1493101213.96182;Braddock;I finish processing a computation at home before I come to the office. I expect to arrive between 10 and 11.;1;1493101213U0CNKFT0A
586;1493100531.901601;Baegar;":classy_pbj_time: for the muffins
:hear_no_evil: for your early leave";8;1493100531U035J4RG4
587;1493099821.8378901;Galeris;There’s banana-chocolate muffins in the kitchen :smile: also i’m off at 12:00 today, so if you need something let me know asap;8;1493099821U036SKV77
588;1493084216.654937;Maehagar;I'll be in the office @ ~9:30 today, 25.04;1;1493084216U278DLL2D
589;1493038967.568286;Darnor;i have to leave at 17:30 today and will be online again from 18:00 for a call;1;1493038967U1D7Q9J8M
590;1493035281.887082;Gaelralis;i have an errant in town.;1;1493035281U0HLAK1T6
591;1493032833.524097;Balaemar;i am off for lunch till 2pm;1;1493032833U035FRUCY
592;1493019105.302475;Baegar;This will be my last week in the office before a 2-week vacation from may, 1st to may, 14th. If you have any questions, please address them this week.;2;1493019105U035J4RG4
593;1493018963.281393;Darnor;I'll be in the army repetition course from Thursday 27th of April and back in the office on Monday 22nd of May.;2;1493018963U1D7Q9J8M
594;1493014044.746851;Furrow;Going to be late.. Will be at the office at 09.10 o'clock.;1;1493014044U3V31A9M0
595;1493010661.495661;Balaemar;as announced I will be in HO today. I am off at 8:30 for up to 1 our to bring my car to the garage;3;1493010661U035FRUCY
596;1492964197.96213;Braddock;On Monday 11:00-12:00 I've to go to the hospital.;4;1492964197U0CNKFT0A
597;1492774081.948025;Jaereron;I plan to leave today early .. so if anyone requires anything from me please come to me soon;1;1492774081U035G5WMS
598;1492757835.434784;Furrow;I will have to leave around 16.00 today because of a doctor appointment in st.gallen.;1;1492757835U3V31A9M0
599;1492756431.280056;Overton;I will have to leave around 16:45 today because of a dentist appointment.;1;1492756431U0PSDKXHR
600;1492755807.2176461;Maehagar;Missed my train again, sorry. Will be in the office at ~9:10;1;1492755807U278DLL2D
601;1492754042.052983;Galeris;I have to leave at 17:00 today;1;1492754042U036SKV77
602;1492701710.665275;Balaemar;i have to bring my car to garage on monday morning. this will take at least till 9:00. If no need to come to the office I will be in HO (on monday);1;1492701710U035FRUCY
603;1492690470.653437;Myke;I have a doctor appointment tomorrow at 11am, so I'll do HO.;4;1492690470U0MGNKETU
604;1492682782.4659538;Darnor;i'll be in Zürich at Felix office the whole day tomorrow in order to shorten communication ways and solve open questions;6;1492682782U1D7Q9J8M
605;1492681575.250885;Celtheon;I'm not feeling too well, I go home and finish the day in HO;5;1492681575U1RLS54MB
606;1492678733.730676;Galeris;I’ll be in home office this afternoon to concentrate on adecco search;3;1492678733U036SKV77
607;1492671370.5476286;Braddock;It takes a bit longer than expected at the garage to get the car back. I'll be in the office asap. ;1;1492671370U0CNKFT0A
608;1492669366.3268812;Kenning;I have a nasty throat pain since yesterday night and can hardly speak. Thus, I would like to do Home Office today.;5;1492669366U4CM3PGSH
609;1492668609.2517688;Furrow;missed train connection. I’ll be in the office around 9.;1;1492668609U3V31A9M0
610;1492667883.1808288;Baegar;Today I'm going to be in Home Office from 15:00 to 18:00.;3;1492667883U035J4RG4
611;1492642483.71419;Bernareon;gonna be late tomorrow (today) seat took a bit longer :slightly_smiling_face:;1;1492642483U035G74QE
612;1492615703.908854;Brarald;I am back in the office on monday:raising_hand::skin-tone-3:;2;1492615703U4U5QNWTZ
613;1492611012.4456348;Vaerys;I have a doctor’s appointment at 8:30 AM tomorrow, so I will be in the office after that;4;1492611012U0PLNK7EK
614;1492608937.850961;Celtaris;I will have to leave a little earlier (after 17:00) and I will be in HO later.;1;1492608937U2Q4H6S4E
615;1492582897.499181;Darnor;I will be in the office at about 09:30;1;1492582897U1D7Q9J8M
616;1492582714.4804866;Furrow;<@U035FRUCY> and I are at Pollux this morning. Back in the office in the afternoon;6;1492582714U3V31A9M0
617;1492582037.414866;Maehagar;ZVV canceled a train today, so I'll be a little bit late to the daily ;1;1492582037U278DLL2D
618;1492580765.29824;Braddock;I've to go to the dentist today at 16:00. ;4;1492580765U0CNKFT0A
619;1492503476.498338;Brarald;<@U4U5QNWTZ|Brarald> has joined the channel;8;1492503476U4U5QNWTZ
620;1492503268.4554696;Gonaleos;I have an appointment tomorrow (seeing an apartment) so I would like to leave at 10:30 for 1-1.5 hours;1;1492503268U3W886EF4
621;1492499420.696492;Kenning;I would like to leave at 17:00 today;1;1492499420U4CM3PGSH
622;1492495791.1033552;Ryswell;I am at HAL9000 today;6;1492495791U2777Q7E3
623;1492492948.812397;Barler;I need to leave earlier today (16:00) and I will work from home tomorrow because I also need to leave quite early tomorrow (14:00);1;1492492948U3LNBFS85
624;1492492769.78885;Celtaris;<@U036U40UC> <@U0MGNKETU> and I are at Pyxis in Zürich, in the office around lunchtime.;6;1492492769U2Q4H6S4E
625;1492492214.727189;Furrow;I've got fever since sunday. Doing home office today.;5;1492492214U3V31A9M0
626;1492447611.9181821;Vaerys;I have an MRI scheduled at 0920 Hrs tomorrow, so I will be in the office after the MRI;4;1492447611U0PLNK7EK
627;1492076324.904104;Gaelralis;:+1::skin-tone-3:;8;1492076324U0HLAK1T6
628;1492076160.876782;Tareneos;thanks <@U0HLAK1T6> looks good, I don't need to optimize anytrhing;8;1492076160U4C4ZJYNS
629;1492061688.95829;Braddock;I will arrive a bit later at the office because I need to pack my luggage. ;1;1492061688U0CNKFT0A
630;1492028401.818228;Celtheon;Tomorrow I have to go to city for an hour around 10:30 - 11:30.;1;1492028401U1RLS54MB
631;1492014970.216676;Barler;I need to leave earlier tomorrow (around 15:00);1;1492014970U3LNBFS85
632;1492011347.153373;Gaelralis;"```
± ping -D -s 1472 8.8.8.8
PING 8.8.8.8 (8.8.8.8): 1472 data bytes
Request timeout for icmp_seq 0
1480 bytes from 8.8.8.8: icmp_seq=1 ttl=58 time=105.389 ms
1480 bytes from 8.8.8.8: icmp_seq=2 ttl=58 time=125.546 ms
1480 bytes from 8.8.8.8: icmp_seq=3 ttl=58 time=81.167 ms
1480 bytes from 8.8.8.8: icmp_seq=4 ttl=58 time=190.648 ms
1480 bytes from 8.8.8.8: icmp_seq=5 ttl=58 time=960.642 ms
1480 bytes from 8.8.8.8: icmp_seq=6 ttl=58 time=245.354 ms
1480 bytes from 8.8.8.8: icmp_seq=7 ttl=58 time=176.108 ms
1480 bytes from 8.8.8.8: icmp_seq=8 ttl=58 time=210.008 ms
1480 bytes from 8.8.8.8: icmp_seq=9 ttl=58 time=310.585 ms
^C
--- 8.8.8.8 ping statistics ---
11 packets transmitted, 9 packets received, 18.2% packet loss
round-trip min/avg/max/stddev = 81.167/267.272/960.642/254.189 ms
```";8;1492011347U0HLAK1T6
633;1492011310.141712;Gaelralis;i found it;8;1492011310U0HLAK1T6
634;1492011107.078572;Gaelralis;what should i ping on mac?;8;1492011107U0HLAK1T6
635;1492011099.076134;Gaelralis;"```
± ping -M do -s 1472 8.8.8.8
ping: invalid message: `d'
```";8;1492011099U0HLAK1T6
636;1492006800.730576;Gaelralis;i will do it later when i am in the zurich-bern one. :+1::skin-tone-3:;8;1492006800U0HLAK1T6
637;1492006249.567949;Furrow;Have to catch the train at 17.00. but working and available till 18.00 (in the train).;1;1492006249U3V31A9M0
638;1492004927.183408;Tareneos;"Hoi heracles, would be interesting if you could connect to the VPN while on the train, and run this
```
ping -M do -s 1472 8.8.8.8
```
depending on the response tell me if the MTU is optimal for theathering over a mobile connection";8;1492004927U4C4ZJYNS
639;1492004373.034409;Gaelralis;on my way to the bernese countryside, i will be online later again (in the train).;2;1492004373U0HLAK1T6
640;1491993717.102457;Caenraenos;At ACME this afternoon;6;1491993717U035AASB8
641;1491983611.363278;Gaelralis;tomorrow (thursday), I have some errands on the country side and will do HO.;3;1491983611U0HLAK1T6
642;1491979507.799279;Kenning;Overslept, will come later;1;1491979507U4CM3PGSH
643;1491978592.70185;Myke;"I'll be at the office around noon, need to allow access to my bathroom for some ""maintainer"" to check on the plumbing. Meanwhile I'll do some review on the autokredit at home &amp; train. Sorry for late notice, just saw the notice this morning at the door.";1;1491978592U0MGNKETU
644;1491978418.684497;Furrow;I had my last dentist appointmemt today. I'll be in the office around 9.00.;4;1491978418U3V31A9M0
645;1491947106.3853061;Maehagar;I have to come to the office @10:00 in the morning - I need to go to the post office;1;1491947106U278DLL2D
646;1491910176.9287279;Celtaris;<@U035AASB8> and I are at ACME this afternoon.;6;1491910176U2Q4H6S4E
647;1491909881.886644;Tareneos;"Hi, I come by after 15:30 to the office today,
need to reset the apple airport and install the highspeedscanner";1;1491909881U4C4ZJYNS
648;1491895214.535444;Ryswell;I am at HAL9000 today;6;1491895214U2777Q7E3
649;1491892622.229131;Mamon;I will come to the office at 9:30 today. ;1;1491892622U27727KK8
650;1491891480.113385;Myke;I'll be about 45 min late. Missed the train.;1;1491891480U0MGNKETU
651;1491891153.08372;Braddock;I go to MomoLtd after lunch. ;6;1491891153U0CNKFT0A
652;1491825473.1493108;Gonaleos;I have to leave at 17:30 today, I am goint to see an apartment;1;1491825473U3W886EF4
653;1491811529.974075;Tareneos;"Hi, I was planning to call in today and to see solos talk, 
 but need to stay at home, kids got  chickpox/Windpocken :disappointed:";8;1491811529U4C4ZJYNS
654;1491810297.784718;Torerne;I am working from home tomorrow morning.;3;1491810297U035FRZHY
655;1491808385.5227802;Celtaris;I have a day off today - see you all tomorrow. Have a good day! ;2;1491808385U2Q4H6S4E
656;1491804395.106533;Gaelralis;This afternoon, I will be longer away than usual: i have an errand in zurich.;1;1491804395U0HLAK1T6
657;1491801945.919036;Furrow;"Cancelled train connection. Have to wait for further informations. Till then I'm working at a café at the train station.
Probably I'll miss the weekly.";1;1491801945U3V31A9M0
658;1491562709.554263;Balaemar;if it is possible (depends on todays ACME delivery) I will leave at 15:30 to pick up something before the shop close and be in HO after that.;3;1491562709U035FRUCY
659;1491555314.3605552;Vaerys;I will be leaving around 17:15 as well;1;1491555314U0PLNK7EK
660;1491548936.3934119;Jaereron;I have to leave a little bit earlier .. at 17:15;1;1491548936U035G5WMS
661;1491545454.027993;Olmomir;I will be in office around 9:15. I need to pass to the Post Office!;1;1491545454U0CN3AKDL
662;1491545135.000275;Myke;I'm running late today, my alarm didn't go off. Will be in the office around 11. I'll do some preparation for the delivery on the train <@U2Q4H6S4E> <@U035FRUCY> ;1;1491545135U0MGNKETU
663;1491542867.821559;Overton;Today I have to leave at around 17:00;1;1491542867U0PSDKXHR
664;1491479072.6329026;Darnor;<@U035AASB8> and I are are having different meetings in Zürich tomorrow.;6;1491479072U1D7Q9J8M
665;1491476489.261956;Eliar;As agreed with Ramon, I'll leave tomorrow around 3 pm but will be available the whole afternoon.;1;1491476489U0A8NPHRD
666;1491472680.673859;Celtaris;<@U035AASB8> , <@U035J4RG4> and I are at ACME this afternoon.;6;1491472680U2Q4H6S4E
667;1491460115.7356;Mamon;I will come to the office at 9:30 today. ;1;1491460115U27727KK8
668;1491455802.362638;Vaerys;Will be late by ~45 minutes, need to go to the MigrationFishert and get a temporary visa ;1;1491455802U0PLNK7EK
669;1491441606.211558;Caenraenos;I will be in a little later, at 10:30;1;1491441606U035AASB8
670;1491395231.5289302;Ryswell;Later this afternoon I will be at the SOM to meet our Google contact person;6;1491395231U2777Q7E3
671;1491387024.261306;Celtaris;I will leave a little earlier today (after 17:00) and be in HO later.;1;1491387024U2Q4H6S4E
672;1491374841.254406;Gonaleos;I am still sick, so I work from home today;5;1491374841U3W886EF4
673;1491314952.726416;Myke;I'll do HO tomorrow and I'll be off for about 30-45 min to run to post-office to pick up my medicine and some urgent errands.;3;1491314952U0MGNKETU
674;1491309999.475479;Baegar;Tomorrow I'm going to do home office in order to concentrate on myACME preparations.;3;1491309999U035J4RG4
